Question,Answer,Explanation,Steps,Digit,Grade
a²b(a³-b³) ও a²b²(a⁴+a²b²+b⁴) এর গ.সা.গু. কত,a²b(a²+ab+b²),a²b(a³-b³) ও a²b²(a⁴+a²b²+b⁴) এর গ.সা.গু. কত,4,3,Eight
3x³y² ও 4xy³z এর ল.সা.গু. কত,12x³y³z,3x³y² ও 4xy³z এর ল.সা.গু. কত,3,2,Eight
5x⁴y²z² ও 6x²y⁴z⁴ এর ল.সা.গু. কত,30x⁴y⁴z⁴,5x⁴y²z² ও 6x²y⁴z⁴ এর ল.সা.গু. কত,3,2,Eight
2p²xy² ও 3pq² এর ল.সা.গু. কত,6p²q²xy²,2p²xy² ও 3pq² এর ল.সা.গু. কত,3,2,Eight
3a²d³ ও 9d²b² এর ল.সা.গু. কত,9a²b²d³,3a²d³ ও 9d²b² এর ল.সা.গু. কত,3,2,Eight
x²+3x+2 ও x²-1 এর ল.সা.গু. কত,(x-1)(x+1)(x+2),x²+3x+2 ও x²-1 এর ল.সা.গু. কত,3,2,Eight
x²-4 ও x³-8 এর ল.সা.গু. কত,(x+2)(x³-8),x²-4 ও x³-8 এর ল.সা.গু. কত,3,3,Eight
6x²-x-1 ও 3x²+7x+2 এর ল.সা.গু. কত,(2x-1)(3x+1)(x+2),6x²-x-1 ও 3x²+7x+2 এর ল.সা.গু. কত,3,2,Eight
a³+b³ ও (a+b)³ এর ল.সা.গু. কত,(a+b)³(a²-ab+b²),a³+b³ ও (a+b)³ এর ল.সা.গু. কত,3,2,Eight
x²-3x-10 ও x³+6x²+8x এর ল.সা.গু. কত,x(x-5)(x+2)(x+4),x²-3x-10 ও x³+6x²+8x এর ল.সা.গু. কত,3,3,Eight
x⁴-625 কে উৎপাদকে বিশ্লেষণ কর,(x²+25)(x+5)(x-5),x⁴-625 কে উৎপাদকে বিশ্লেষণ কর,3,3,Eight
x²-7x+6 এর উৎপাদকে বিশ্লেষণ কর,(x-1)(x-6),x²-7x+6 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
x²-10x-24 এর উৎপাদকে বিশ্লেষণ কর,(x-12)(x+2),x²-10x-24 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
x²-x-72 এর উৎপাদকে বিশ্লেষণ কর,(x-9)(x+8),x²-x-72 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
x²-30x+216 এর উৎপাদকে বিশ্লেষণ কর,(x-12)(x-18),x²-30x+216 এর উৎপাদকে বিশ্লেষণ কর,3,3,Eight
2x²+19x-10 এর উৎপাদকে বিশ্লেষণ কর,(x+10)(2x-1),2x²+19x-10 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
4x²+25x+6 এর উৎপাদকে বিশ্লেষণ কর,(x+6)(4x+1),4x²+25x+6 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
15x²+2x-8 এর উৎপাদকে বিশ্লেষণ কর,(3x-2)(5x+4),15x²+2x-8 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
6x²-23x+20 এর উৎপাদকে বিশ্লেষণ কর,(2x-5)(3x-4),6x²-23x+20 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
18x³+15x²-12x এর উৎপাদকে বিশ্লেষণ কর,3x(2x-1)(3x+4),18x³+15x²-12x এর উৎপাদকে বিশ্লেষণ কর,3,3,Eight
x⁴+x²-20 এর উৎপাদকে বিশ্লেষণ কর,(x²+5)(x²-4),x⁴+x²-20 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
x⁴-8x²+16 এর উৎপাদকে বিশ্লেষণ কর,(x-2)²(x+2)²,x⁴-8x²+16 এর উৎপাদকে বিশ্লেষণ কর,3,2,Eight
a²-2ab-4b-4 এর উৎপাদকে বিশ্লেষণ কর,(a-2b-2)(a+2),a²-2ab-4b-4 এর উৎপাদকে বিশ্লেষণ কর,4,2,Eight
"৫টি বিড়াল যদি ৫ মিনিটে ৫টি ইঁদুর মারে, ১০টি বিড়াল ১০ মিনিটে কতটি ইঁদুর মারবে?",২০টি,২০টি,3,2,Eight
২ এবং ৩ এই দুটি সংখ্যার মাঝে কোন গাণিতিক চিহ্ন বসালে ২ থেকে বড় এবং ৩ থেকে ছোট একটি সংখ্যা পাওয়া যাবে?,দশমিক চিহ্ন,দশমিক চিহ্ন,2,1,Eight
"কিভাবে ৯-কে অর্ধেক করলে ৪ হয়, আবার ১২-কে অর্ধেক করলে ৭ হয়?",৯ কে রোমান হরফে লিখে মাঝখানে লাইন টেনে দুভাগ করলে উপরের অর্ধেক ৪ ।একই ভাবে ১২ এর অর্ধেক ৭ হয়,৯ কে রোমান হরফে লিখে মাঝখানে লাইন টেনে দুভাগ করলে উপরের অর্ধেক ৪ ।একই ভাবে ১২ এর অর্ধেক ৭ হয়,2,2,Eight
একটি স্থানে ১ টি পুকুরের ৪ কোনায় ৪টি নাড়কেল গাছ ।গাছগুলোকে না কটে বা স্থানান্তর না করে কিভাবে পুকুরকে কেটে দ্বিগুণ করা সম্ভব?,পুকুরের বহু বরাবর ত্রিভুজ আক্কৃতির পুকুর খনন করে,পুকুরের বহু বরাবর ত্রিভুজ আক্কৃতির পুকুর খনন করে,3,1,Eight
কারিম সাহেবের ৩ পুত্র এবং প্রথম ২ জন যমজ । ৩ পুত্রের বর্তমান বয়সের সমষ্টি ২৯ বছর। ৬ বছর পূর্বে তাদের বয়সের সমষ্টি ছিল ১২ বছর। পুত্রদের বর্তমান বয়স কত?,"১২, ১২, ৩ বছর","১২, ১২, ৩ বছর",3,2,Eight
"২ বছর পর জীবনের বয়স হবে, ২ বছর পূর্বে জীবনের বয়স যা ছিল তার দ্বিগুণ। ৩ বছর পর জীবনের বয়স যদি ৩ বছর পূর্বে জীবনের বয়সের সমান হয়, তবে কার বয়স বেশি, জীবনের নাকি জুলির?",দুইজনের বয়স সমান,দুইজনের বয়স সমান,4,2,Eight
৫টি আপেলকে ৬ জন বালকের মাঝে সমানভাবে ভাগ করে দিতে হবে। কিভাবে? (বি: দ্র: প্রয়োজন হলে আপেলকে সর্বোচ্চ সমান ৩ টুকরাতে কাটা যাবে।),প্রতেকে পাবে ৫/৬ আপেল।অর্থাৎ ১টি আপেলের অর্ধেক +১টি আপেলের ১/৩ ভাগ।,প্রতেকে পাবে ৫/৬ আপেল।অর্থাৎ ১টি আপেলের অর্ধেক +১টি আপেলের ১/৩ ভাগ।,3,1,Eight
৪টি কাঁঠাল এবং ৫টি তরমুজের ওজনের সমষ্টি ৩২কিলোগ্রাম। ৫টি কাঠাল এবং ৪টি তরমুজের ওজনের সমষ্টি ৩১ কিলোগ্রাম। উপরের সব কাঠালের ওজন সমান এবং সব তরমুজের ওজন সমান । ১ কাঠাল ও ১ তরমুজের ওজন কত?,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম","কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",4,2,Eight
"কোন একটি বিয়ের অনুষ্ঠানে রান্না করতে বাবুর্চি ও তার সহকর্মী মোট ৪০০টি পেঁয়াজ কাটেন। বাবুর্চি প্রতি মিনিটে অন্তত ৩টি পেঁয়াজ এবং তার সহকর্মী প্রতি মিনিটে অন্তত ২টি পেঁয়াজ কাটতে পারে। যদি বাবুর্চি তার সহকর্মীর চেয়ে ২৫ মিনিট আগে পেঁয়াজ কাটা বন্ধ, তবে কে কতটি পেঁয়াজ কেটেছিল আর কার কতক্ষণ সময় লেগেছিল?","বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে","বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",4,3,Eight
১০ বছর পূর্বে মিলি ও পুষ্পার বয়সের অনুপাত ছিল ৭: ১ । বর্তমানে তাদের বয়সের অনুপাত ছিল ৩ঃ১। ১৬ বছর পূর্বে মিলি ও পুষ্পার বয়সের অনুপাত কত?,১৬ বছর পূর্বে পুষ্পার জন্ম হয়নি,১৬ বছর পূর্বে পুষ্পার জন্ম হয়নি,3,2,Eight
"খেলনা গাড়ি নিয়ে খেলার সময় মিন্টু দেখলো , সেন্টুর গাড়ির সংখ্যা তার চেয়ে বেশি এবং সেন্টু কে বললো, তুমি আমাকে দুইটা গাড়ি দাও তাহলে আমাদের গাড়ির সংখ্যা সমান হবে ।সেন্টু উল্টো জোড় করে মিন্টুর থেকে ২টি গাড়ি নিয়ে হিসাব করে বলল তার গাড়ির সংখ্যা এখন মিন্টুর দ্বিগুণ । শুরুতে কার কয়টি গাড়ি ছিল ?","সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি","সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",4,2,Eight
"বেরু গোয়ালার কাছে একটি কলসিতে ১০ লিটার দুধ এবং দুধ মাপার দুটি খালি পাত্র , একটি ৫ লিটারের, অপরটি ৩ লিটারের। সে ক্রেতাকে ১ লিটার দুধ বিক্রি করতে চায়। গোয়ালার কাছে জেডযেসব পাত্র আছে শুধু তা দিয়ে কিভাবে ক্রেতাকে ১ লিটার দুধ দেয়া সম্ভব?",প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,4,2,Eight
"একটি যৌথ পরিবারের মোট সদস্য (পুরুষ, মহিলা ও শিশু) ২০ জন। পরিবারের কর্তাবাবুর আদেশ ২০ মণ ধান পরিবারের সকল সদস্যের মধ্যে ভাগ করে দেয়া হবে। ভাগের নিয়ম হলঃ প্রত্যেক পুরুষ পাবে ৩ মণ, প্রত্যেক মহিলা পাবে ২ মণ, এবং প্রত্যেক শিশু পাবে ১ মণ ধান। প্রশ্ন হচ্ছে, কতজন করে ধান পাবে? অর্থাৎ পরিবারটির পুরুষ, মহিলাদের ও শিশুদের সংখ্যা কত?","১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু","১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",4,2,Eight
দুই অঙ্কেরএকটি সংখ্যার তিন ভাগের এক ভাগ ও চার ভাগের এক ভাগের যোগফল ১৪ ।সংখ্যাটি কত হিসাবটি করো।,24,24,3,2,Eight
